Approved symbol	Ensembl gene ID	Previous symbols	Alias symbols
ADGRE1	ENSG00000174837	TM7LN3, EMR1
ADGRE2	ENSG00000127507	EMR2	CD312
ADGRE3	ENSG00000131355	EMR3
ADGRE4P	ENSG00000268758	GPR127, EMR4, EMR4P	PGR16
ADGRE5	ENSG00000123146	CD97	TM7LN1
ADGRF1	ENSG00000153292	GPR110	hGPCR36, PGR19
ADGRF2P	ENSG00000164393	GPR111, ADGRF2	hGPCR35, PGR20
ADGRF3	ENSG00000173567	GPR113	hGPCR37, PGR23
ADGRF4	ENSG00000153294	GPR115	FLJ38076, PGR18
ADGRF5	ENSG00000069122	GPR116	DKFZp564O1923, KIAA0758
ADGRF5-AS1	ENSG00000225730
ADGRF5P1	ENSG00000227582	GPR116P1
ADGRF5P2	ENSG00000204818	GPR116P2
ADGRG1	ENSG00000205336	GPR56	TM7LN4, TM7XN1
ADGRG2	ENSG00000173698	GPR64	HE6, TM7LN2, EDDM6
ADGRG3	ENSG00000182885	GPR97	Pb99, PGR26
ADGRG4	ENSG00000156920	GPR112	RP1-299I16, PGR17
ADGRG5	ENSG00000159618	GPR114	PGR27
ADGRG6	ENSG00000112414	GPR126	FLJ14937
ADGRG7	ENSG00000144820	GPR128	FLJ14454
ADGRL1	ENSG00000072071	LPHN1	KIAA0821, CIRL1, LEC2
ADGRL1-AS1	ENSG00000267169
ADGRL2	ENSG00000117114	LPHH1, LPHN2	KIAA0786, LEC1, CIRL2
ADGRL3	ENSG00000150471	LPHN3	KIAA0768, LEC3
ADGRL3-AS1	ENSG00000248692	LPHN3-AS1
ADGRL4	ENSG00000162618	ELTD1	ETL
ADGRV1	ENSG00000164199	USH2C, MASS1, GPR98	DKFZp761P0710, KIAA0686, FEB4, VLGR1
ADH1A	ENSG00000187758	ADH1
ADH1B	ENSG00000196616	ADH2
ADH1C	ENSG00000248144	ADH3
ADH4	ENSG00000198099		ADH-2
ADH5	ENSG00000197894	FDH	ADH-3, ADHX, GSNOR
ADH5P1			ADH-3P1
ADH5P2	ENSG00000232676
ADH5P3	ENSG00000223694
ADH5P4	ENSG00000233859	ADH5B	bA707M13.2
ADH5P5	ENSG00000234865
ADH6	ENSG00000172955		ADH-5
ADH7	ENSG00000196344		ADH-4
ADHFE1	ENSG00000147576		FLJ32430
ADI1	ENSG00000182551		SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638, mtnD
ADI1P1	ENSG00000235102
ADI1P2	ENSG00000250684
ADI1P3	ENSG00000258369
ADIG	ENSG00000182035		MGC39724, SMAF1, RP5-1100H13.2
ADIPINT	ENSG00000292223
ADIPOQ	ENSG00000181092	ACDC	ACRP30, apM1, GBP28, adiponectin
ADIPOQ-AS1	ENSG00000226482
ADIPOR1	ENSG00000159346		PAQR1, ACDCR1
ADIPOR1P1	ENSG00000232497
ADIPOR1P2	ENSG00000258805
ADIPOR2	ENSG00000006831		PAQR2, ACDCR2
ADIR			FLJ22345, ADIR2
ADIRF	ENSG00000148671	C10orf116	APM2, AFRO
ADIRF-AS1	ENSG00000272734
ADISSP	ENSG00000101220	C20orf27	FLJ20550
ADISSPP1	ENSG00000271547
ADISSPP2	ENSG00000260082
ADK	ENSG00000156110		AK
ADK-AS1	ENSG00000232342
ADL
ADM	ENSG00000148926		AM
ADM-DT	ENSG00000254554
ADM2	ENSG00000128165		AM2, FLJ21135
ADM5	ENSG00000224420	C19orf76	AM5
ADMLX
ADMLY
ADNP	ENSG00000101126		KIAA0784, ADNP1
ADNP-AS1	ENSG00000259456
ADNP2	ENSG00000101544	ZNF508	KIAA0863
ADO	ENSG00000181915	C10orf22	FLJ14547
ADORA1	ENSG00000163485		RDC7
ADORA1-AS1	ENSG00000224671
ADORA1-AS2	ENSG00000234775
ADORA2A	ENSG00000128271	ADORA2	RDC8
ADORA2A-AS1	ENSG00000178803	C22orf45	FLJ34651, hLinfRNA1
ADORA2B	ENSG00000170425
ADORA2BP1	ENSG00000236136	ADORA2BP
ADORA2L1		ADORA2L
ADORA2L2
ADORA3	ENSG00000282608		AD026, A3AR
ADPGK	ENSG00000159322		DKFZp434B195, ADP-GK
ADPGK-AS1	ENSG00000260898
ADPRH	ENSG00000144843		ARH1
ADPRHL1	ENSG00000153531		ARH2
ADPRM	ENSG00000170222	C17orf48	MDS006
ADPRS	ENSG00000116863	ADPRHL2	ARH3, FLJ20446
ADRA1A	ENSG00000120907	ADRA1C	ADRA1L1
ADRA1B	ENSG00000170214
ADRA1C
ADRA1D	ENSG00000171873		ADRA1R, ADRA1A, ADRA1
ADRA2A	ENSG00000150594	ADRA2, ADRA2R	ADRAR
ADRA2B	ENSG00000274286	ADRA2L1, ADRA2RL1	ADRARL1
ADRA2C	ENSG00000184160	ADRA2L2, ADRA2RL2	ADRARL2
ADRA2L1
ADRB1	ENSG00000043591	ADRB1R
ADRB2	ENSG00000169252	ADRB2R	ADRBR, BAR, B2AR, ARB2
ADRB2RL1
ADRB3	ENSG00000188778
ADRM1	ENSG00000130706		GP110, Rpn13, ARM1, PSMD16
ADSL	ENSG00000239900
ADSS1	ENSG00000185100	ADSSL1	FLJ38602
ADSS2	ENSG00000035687	ADSS
ADT
ADTAA
ADTAB
ADTB1
ADTB2
ADTG
ADTRP	ENSG00000111863	C6orf105	dJ413H6.1, AIG1L
AE1
AE2
AEBP1	ENSG00000106624		ACLP
AEBP2	ENSG00000139154		MGC17922
AEMK
AEN	ENSG00000181026	ISG20L1	FLJ12484, FLJ12562
AEPLC
AEZ
AF8T
AFA
AFAP1	ENSG00000196526		AFAP-110, AFAP
AFAP1-AS1	ENSG00000272620	AFAP1AS, AFAP1-AS	MGC10981
AFAP1-AS2	ENSG00000287164
AFAP1L1	ENSG00000157510		FLJ36748
AFAP1L2	ENSG00000169129	KIAA1914	FLJ14564, Em:AC005383.4, XB130
AFCP
AFD1
AFDN	ENSG00000130396	MLLT4	AF-6, AF6
AFDN-DT	ENSG00000198221	AFDN-AS1, C6orf124, LINC01558, MLLT4-AS1	HGC6.4, dJ431P23.3, XBP1SBM
AFF1	ENSG00000172493	PBM1, MLLT2	AF-4, AF4, FEL
AFF1-AS1
AFF2	ENSG00000155966	FMR2	FRAXE
AFF2-IT1	ENSG00000223516
AFF3	ENSG00000144218	LAF4	MLLT2-like
AFF4	ENSG00000072364		AF5Q31, MCEF
AFF4-DT	ENSG00000272023
AFF4P1	ENSG00000249820
AFG1L	ENSG00000135537	LACE1	AFG1
AFG2A	ENSG00000145375	SPATA5	SPAF, AFG2
AFG2B	ENSG00000171763	SPATA5L1	MGC5347, FLJ12286
AFG3
AFG3L1P	ENSG00000223959	AFG3, AFG3L1
AFG3L2	ENSG00000141385	SCA28	SPAX5
AFG3L2P1	ENSG00000253606	AFG3L2P
AFM	ENSG00000079557		ALB2, ALBA
AFMID	ENSG00000183077		DKFZp686F03259, KF
AFP	ENSG00000081051	HPAFP	FETA
AFTPH	ENSG00000119844		MGC33965, FLJ20080, FLJ23793, Nbla10388
AFTPH-DT	ENSG00000260101
AGA	ENSG00000038002		ASRG
AGA-DT	ENSG00000250131
AGAP1	ENSG00000157985	CENTG2	KIAA1099, GGAP1
AGAP1-IT1	ENSG00000235529
AGAP2	ENSG00000135439	CENTG1
AGAP2-AS1	ENSG00000255737		LOC100130776, PUNISHER
AGAP3	ENSG00000133612	CENTG3
AGAP4	ENSG00000188234	CTGLF1, AGAP8, CTGLF5	Em:AC012044.1, MRIP2
AGAP5	ENSG00000172650	CTGLF2	Em:AC073389.1
AGAP6	ENSG00000204149	CTGLF3	bA324H6.1
AGAP7P	ENSG00000264204	CTGLF4, AGAP7	bA109G10.1
AGAP8		CTGLF5
AGAP9	ENSG00000204172	CTGLF6	bA301J7.2, FLJ00312
AGAP10		CTGLF7	bA144G6.2
AGAP10P	ENSG00000230869	AGAP10, CTGLF7, CTGLF10P	bA358L16.1, bA144G6.2
AGAP11	ENSG00000261011		KIAA1975
AGAP12P	ENSG00000265018	CTGLF12P	bA164N7.2
AGAP13P	ENSG00000243289	CTGLF9P	bA548K23.1
AGAP14P	ENSG00000279058	CTGLF11P, AGAP14	bA145E20.1
AGBL1	ENSG00000273540		FLJ32310, CCP4
AGBL1-AS1	ENSG00000260125
AGBL2	ENSG00000165923		FLJ23598, CCP2
AGBL3	ENSG00000146856		MGC32955, CCP3
AGBL4	ENSG00000186094		FLJ14442, CCP6
AGBL4-AS1	ENSG00000230114
AGBL4-IT1	ENSG00000225623
AGBL5	ENSG00000084693		FLJ21839, CCP5
AGBL5-AS1	ENSG00000231636
AGBL5-IT1	ENSG00000229122
AGER	ENSG00000204305		RAGE, SCARJ1, sRAGE
AGFG1	ENSG00000173744	HRB	RIP, RAB
AGFG2	ENSG00000106351	HRBL	RABR
AGGF1	ENSG00000164252		VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7
AGGF1P1	ENSG00000214273
AGGF1P2	ENSG00000233435
AGGF1P3	ENSG00000241532
AGGF1P4	ENSG00000261689
AGGF1P5	ENSG00000260680
AGGF1P6	ENSG00000259836
AGGF1P7	ENSG00000260994
AGGF1P8	ENSG00000261752
AGGF1P9	ENSG00000260427
AGGF1P10	ENSG00000282968
AGK	ENSG00000006530	MULK	FLJ10842
AGK-DT	ENSG00000261570
AGKP1	ENSG00000226555		AGKY1
AGKP2	ENSG00000228819
AGL	ENSG00000162688		GDE
AGMAT	ENSG00000116771		FLJ23384
AGMO	ENSG00000187546	TMEM195	FLJ16237
AGMX1
AGMX2
AGO1	ENSG00000092847	EIF2C1	hAGO1
AGO2	ENSG00000123908	EIF2C2, CASC7	hAGO2, Q10, LINC00980
AGO3	ENSG00000126070	EIF2C3	hAGO3, FLJ12765
AGO4	ENSG00000134698	EIF2C4	hAGO4, KIAA1567, FLJ20033
AGPAT1	ENSG00000204310		LPAAT-alpha, LPLAT1
AGPAT2	ENSG00000169692	BSCL	LPAAT-beta, LPLAT2
AGPAT3	ENSG00000160216		LPAAT-gamma, LPAAT3, LPLAT3
AGPAT4	ENSG00000026652		LPAAT-delta, dJ473J16.2, LPAAT4, LPLAT4
AGPAT4-IT1		C6orf59, NCRNA00241	FLJ23112
AGPAT5	ENSG00000155189		FLJ11210, LPAAT-e, LPAAT-epsilon, LPLAT5
AGPAT5P1	ENSG00000234652
AGPS	ENSG00000018510		ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S
AGR2	ENSG00000106541		XAG-2, HAG-2, AG2, PDIA17
AGR3	ENSG00000173467		HAG3, hAG-3, BCMP11, PDIA18
AGRN	ENSG00000188157	AGRIN
AGRP	ENSG00000159723		Agrt, ART, ASIP2
AGS
AGS1		AGS1
AGS2		AGS2
AGT	ENSG00000135744	SERPINA8
AGTBP
AGTIL
AGTPBP1	ENSG00000135049		KIAA1035, Nna1, CCP1
AGTR1	ENSG00000144891	AGTR1B	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B, ATR1
AGTR1B			AT2R1B
AGTR2	ENSG00000180772		AT2, MRX88
AGTRAP	ENSG00000177674		ATRAP
AGTRL2
AGXT	ENSG00000172482	SPAT	AGXT1, PH1, AGT, SPT, AGT1, TLH6, Ser-PyrAT
AGXT2	ENSG00000113492		AGT2
AHC
AHCTF1	ENSG00000153207		ELYS
AHCTF1P1	ENSG00000226121	AHCTF1P	ELYS-like
AHCY	ENSG00000101444		SAHH, AdoHcyase
AHCYL1	ENSG00000168710		XPVKONA, IRBIT, PPP1R78
AHCYL2	ENSG00000158467		KIAA0828, long-IRBIT, IRBIT2, ADOHCYASE3
AHCYP1
AHCYP2	ENSG00000238181
AHCYP3	ENSG00000233955
AHCYP4	ENSG00000232992
AHCYP5	ENSG00000213107
AHCYP6
AHCYP7	ENSG00000259465
AHCYP8	ENSG00000242529
AHDC1	ENSG00000126705		DJ159A19.3, RP1-159A19.1
AHDS
AHI1	ENSG00000135541		FLJ20069, ORF1, JBTS3
AHI1-DT	ENSG00000231028	C6orf217, NCRNA00271, LINC00271
AHNAK	ENSG00000124942		MGC5395, AHNAK1
AHNAK2	ENSG00000185567	C14orf78
AHR	ENSG00000106546		bHLHe76
AHRR	ENSG00000063438	AHH, AHHR	KIAA1234, bHLHe77
AHSA1	ENSG00000100591	C14orf3	p38, Aha1, hAha1
AHSA2P	ENSG00000173209	AHSA2	DKFZp564C236, Hch1, AHA1
AHSG	ENSG00000145192		FETUA, A2HS, HSGA
AHSP	ENSG00000169877	ERAF	EDRF
AIC
AICDA	ENSG00000111732		HIGM2, CDA2, ARP2, AID
AIDA	ENSG00000186063	C1orf80	FLJ12806
AIDAP1	ENSG00000230154
AIDAP2	ENSG00000251429
AIDAP3	ENSG00000264189
AIED			OA2
AIF1	ENSG00000204472		IRT-1, AIF-1, Em:AF129756.17, IBA1
AIF1L	ENSG00000126878	C9orf58	IBA2, FLJ12783
AIFM1	ENSG00000156709	PDCD8, NAMSD, AUNX1	AIF, CMTX4, DFNX5
AIFM1P1	ENSG00000225509
AIFM2	ENSG00000042286	AMID	FLJ14497, PRG3, FSP1
AIFM3	ENSG00000183773		AIFL, FLJ30473
AIG1	ENSG00000146416		dJ95L4.1, AIG-1, FLJ10485
AIG1P1	ENSG00000249089
AIH1
AIH2			ADAI
AIH3
AIM2	ENSG00000163568		PYHIN4
AIMP1	ENSG00000164022	SCYE1	EMAPII, EMAP-2, p43
AIMP1P1	ENSG00000234187	SCYE1P	bA400P21.1
AIMP1P2	ENSG00000227177
AIMP2	ENSG00000106305		p38, PRO0992, JTV-1, JTV1
AIP	ENSG00000110711		XAP2, ARA9, FKBP16, FKBP37
AIPL1	ENSG00000129221	LCA4
AIRE	ENSG00000160224	APECED	PGA1, APS1
AIRIM	ENSG00000116922	C1orf109	FLJ20508
AIRN	ENSG00000268257		AIR, NCRNA00088, IGF2RAS, IGF2R-AS1
AIS1
AIS2
AIS3
AJAP1	ENSG00000196581		SHREW1, SHREW-1, MOT8
AJM1	ENSG00000232434	C9orf172	ajm-1
AJUBA	ENSG00000129474	JUB	MGC15563
AJUBA-DT	ENSG00000258457
AK1	ENSG00000106992		ADK, Adk1
AK2	ENSG00000004455
AK2-AS1	ENSG00000236065
AK2P1			AK2B
AK2P2	ENSG00000242272
AK3	ENSG00000147853	AK6, AK3L1	AKL3L1
AK3P2	ENSG00000250115		HsT26053
AK3P3	ENSG00000230042
AK3P4	ENSG00000248722
AK3P5	ENSG00000228816
AK3P6	ENSG00000255838
AK3P7	ENSG00000270941
AK4	ENSG00000162433	AK3, AK3L1
AK4P1	ENSG00000263535	AK3P1
AK4P2	ENSG00000249410
AK4P3	ENSG00000233381	AK3L2	AK3L2P
AK4P4	ENSG00000223621
AK4P5	ENSG00000217377
AK4P6	ENSG00000235606
AK5	ENSG00000154027
AK5-AS1	ENSG00000233099
AK6
AK6	ENSG00000085231		CINAP
AK6P1	ENSG00000256614
AK6P2	ENSG00000257173
AK7	ENSG00000140057		FLJ32864, FAP75, CFAP75
AK8	ENSG00000165695	C9orf98	FLJ32704
AK9	ENSG00000155085	C6orf224, AKD2, C6orf199, AKD1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954
AKAIN1	ENSG00000231824	C18orf42
AKAIN1-AS1	ENSG00000266153
AKAP1	ENSG00000121057	PRKA1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84, D-AKAP1, PPP1R43, TDRD17
AKAP1-DT	ENSG00000263004
AKAP2		PRKA2	AKAP-KL, KIAA0920, DKFZp564L0716, MISP2
AKAP3	ENSG00000111254		FSP95, SOB1, AKAP110, CT82
AKAP4	ENSG00000147081		p82, hAKAP82, AKAP82, Fsc1, HI, CT99
AKAP5	ENSG00000179841		AKAP75, AKAP79
AKAP6	ENSG00000151320		KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6
AKAP7	ENSG00000118507		AKAP18, AKAP15
AKAP8	ENSG00000105127		AKAP95, DKFZp586B1222
AKAP8L	ENSG00000011243		NAKAP95, HAP95
AKAP8P1	ENSG00000234146
AKAP9	ENSG00000127914		KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A, PPP1R45, LQT11
AKAP10	ENSG00000108599		D-AKAP2, PRKA10, MGC9414
AKAP11	ENSG00000023516		KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161, PPP1R44
AKAP11-IT1
AKAP12	ENSG00000131016		AKAP250, SSeCKS
AKAP13	ENSG00000170776	LBC	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13
AKAP13-AS1	ENSG00000259367
AKAP14	ENSG00000186471		AKAP28
AKAP17A	ENSG00000197976	CXYorf3, SFRS17A	XE7, XE7Y, DXYS155E, MGC39904, 721P, CCDC133
AKAP17BP	ENSG00000214992	AKAP16B, AKAP16BP
AKAP19	ENSG00000187699	C2orf88	MGC13057, smAKAP
AKD2		C6orf199	dJ70A9.1, MGC26954
AKIP1	ENSG00000166452	C11orf17	BCA3
AKIRIN1	ENSG00000174574	C1orf108	FLJ12666
AKIRIN1P1	ENSG00000257786
AKIRIN1P2	ENSG00000228125
AKIRIN2	ENSG00000135334	C6orf166	FLJ10342, dJ486L4.2
AKIRIN2-AS1		NCRNA00120	PRO2266
AKIRIN2P1	ENSG00000251482
AKNA	ENSG00000106948		KIAA1968
AKNAD1	ENSG00000162641	C1orf62	MGC26989
AKR1A1	ENSG00000117448		ALR, DD3
AKR1B1	ENSG00000085662	ALDR1	AR
AKR1B1P1	ENSG00000229991	ALDRL1
AKR1B1P2	ENSG00000213452	ALDRP
AKR1B1P3	ENSG00000213785	ALDRL3	Coromarker
AKR1B1P4	ENSG00000237876	ALDRL4
AKR1B1P5	ENSG00000258685	AKR1B1P
AKR1B1P6	ENSG00000225212
AKR1B1P7	ENSG00000266899
AKR1B1P8	ENSG00000231371
AKR1B10	ENSG00000198074	AKR1B11	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn
AKR1B10P1	ENSG00000213606
AKR1B10P2	ENSG00000263355
AKR1B11			ARL-1, HIS
AKR1B15	ENSG00000227471
AKR1C1	ENSG00000187134	DDH1	DDH, MBAB, DD1, HAKRC
AKR1C2	ENSG00000151632	DDH2, TDD	DD, BABP, DD2, HAKRD, MCDR2
AKR1C3	ENSG00000196139	HSD17B5	KIAA0119, DDX, HAKRB, PGFS
AKR1C4	ENSG00000198610	CHDR	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581
AKR1C5P	ENSG00000225418
AKR1C6P	ENSG00000151631		TAKR
AKR1C7P	ENSG00000215267
AKR1C8	ENSG00000264006	AKR1CL1, AKR1C8P
AKR1D1	ENSG00000122787	SRD5B1
AKR1D1P1	ENSG00000227776	SRD5BP1, AKR1D1P
AKR1E2	ENSG00000165568	AKRDC1, AKR1CL2	MGC10612, HTSP1, htAKR
AKR7A2	ENSG00000053371		AFAR
AKR7A2P1	ENSG00000229020		AFARP1
AKR7A2P2	ENSG00000224341
AKR7A3	ENSG00000162482
AKR7L	ENSG00000211454		AFAR3
AKT1	ENSG00000142208		RAC, PKB, PRKBA, AKT, RAC-alpha
AKT1S1	ENSG00000204673		PRAS40, MGC2865, Lobe
AKT2	ENSG00000105221		PKBβ
AKT3	ENSG00000117020		PKBG, RAC-gamma, PRKBG
AKT3-IT1	ENSG00000228939
AKTIP	ENSG00000166971	FTS	FLJ13258
AKTIPP1	ENSG00000271137
AKTIPP2	ENSG00000226432
AKTIPP3	ENSG00000255376
AKU
ALAD	ENSG00000148218		ALADH, PBGS
ALAS1	ENSG00000023330	ALAS3, ALAS	ALAS-H
ALAS2	ENSG00000158578	ASB	ALAS-E
ALAS3
ALB	ENSG00000163631
ALCAM	ENSG00000170017		CD166, MEMD
ALD
ALDH1A1	ENSG00000165092	PUMB1, ALDH1	RALDH1
ALDH1A2	ENSG00000128918		RALDH2
ALDH1A2-AS1	ENSG00000259285
ALDH1A3	ENSG00000184254	ALDH6	RALDH3
ALDH1A3-AS1	ENSG00000259583
ALDH1B1	ENSG00000137124	ALDH5	ALDHX
ALDH1L1	ENSG00000144908	FTHFD	10-fTHF, FDH
ALDH1L1-AS1	ENSG00000250218
ALDH1L1-AS2	ENSG00000246022
ALDH1L2	ENSG00000136010		FLJ38508, mtFDH
ALDH2	ENSG00000111275
ALDH3A1	ENSG00000108602	ALDH3
ALDH3A2	ENSG00000072210	SLS, ALDH10	FALDH
ALDH3B1	ENSG00000006534	ALDH7
ALDH3B2	ENSG00000132746	ALDH8
ALDH4A1	ENSG00000159423	ALDH4	P5CDh
ALDH5A1	ENSG00000112294		SSADH, SSDH
ALDH6A1	ENSG00000119711	MMSDH
ALDH7A1	ENSG00000164904	ATQ1	EPD, PDE
ALDH7A1P1	ENSG00000251400	ATQL1
ALDH7A1P2	ENSG00000232292	ATQL2
ALDH7A1P3	ENSG00000243853	ATQL3
ALDH7A1P4	ENSG00000234489	ATQL4
ALDH8A1	ENSG00000118514		ALDH12
ALDH9A1	ENSG00000143149	ALDH7, ALDH4, ALDH9	E3
ALDH16A1	ENSG00000161618		MGC10204
ALDH18A1	ENSG00000059573	GSAS, PYCS, SPG9	P5CS
ALDL1
ALDOA	ENSG00000149925
ALDOAP1	ENSG00000242849
ALDOAP2	ENSG00000214297
ALDOB	ENSG00000136872
ALDOC	ENSG00000109107
ALDOC-AS1	ENSG00000265168
ALDR1
ALDRL2
ALDRL5
ALFN1			HALF1
ALG1	ENSG00000033011		HMT-1, HMAT1, CDG1K, Mat-1
ALG1L1P	ENSG00000189366	ALG1L	ALG1L1
ALG1L2	ENSG00000251287
ALG1L3P	ENSG00000251087
ALG1L5P	ENSG00000226943
ALG1L6P	ENSG00000238278
ALG1L7P	ENSG00000251271
ALG1L8P	ENSG00000227620
ALG1L9P	ENSG00000254978
ALG1L10P	ENSG00000254016
ALG1L11P	ENSG00000249889
ALG1L12P	ENSG00000250794
ALG1L13P	ENSG00000253981
ALG1L14P	ENSG00000250268
ALG1L15P	ENSG00000242017
ALG2	ENSG00000119523		CDGIi, FLJ14511, hALPG2, NET38, CDG1I
ALG3	ENSG00000214160		NOT56L, Not56, CDGS4, D16Ertd36e
ALG3P1	ENSG00000251568
ALG5	ENSG00000120697		bA421P11.2
ALG6	ENSG00000088035
ALG8	ENSG00000159063		MGC2840
ALG9	ENSG00000086848	DIBD1
ALG9-IT1	ENSG00000254450
ALG10	ENSG00000139133		FLJ14751, DIE2, ALG10A
ALG10B	ENSG00000175548		KCR1
ALG11	ENSG00000253710		KIAA0266, CDG1P
ALG12	ENSG00000182858		ECM39, CDG1G
ALG13	ENSG00000101901	GLT28D1, CXorf45	MDS031, YGL047W, FLJ23018, TDRD13, CDG1S
ALG13-AS1	ENSG00000229487
ALG14	ENSG00000172339		MGC19780
ALG14-AS1
ALK	ENSG00000171094		CD246, ALK1
ALKAL1	ENSG00000196711	FAM150A	UNQ9433, AUGB
ALKAL2	ENSG00000189292	FAM150B	AUGA
ALKBH1	ENSG00000100601	ALKBH	hABH, alkB, ABH
ALKBH2	ENSG00000189046		MGC90512, ABH2
ALKBH3	ENSG00000166199		DEPC-1
ALKBH3-AS1	ENSG00000244926
ALKBH4	ENSG00000160993		FLJ20013
ALKBH5	ENSG00000091542	OFOXD1	FLJ20308
ALKBH6	ENSG00000239382		MGC15677
ALKBH7	ENSG00000125652	SPATA11	MGC10974
ALKBH8	ENSG00000137760		MGC10235, TRM9, TRMT9A
ALLC	ENSG00000151360		ALC
ALMS1	ENSG00000116127		KIAA0328
ALMS1-IT1	ENSG00000230002
ALMS1P1	ENSG00000163016	ALMS1L, ALMS1P
ALOX5	ENSG00000012779		5-LOX
ALOX5AP	ENSG00000132965		FLAP
ALOX12	ENSG00000108839		12S-LOX
ALOX12-AS1
ALOX12B	ENSG00000179477		12R-LOX
ALOX12P1	ENSG00000264958	ALOX12P
ALOX12P2	ENSG00000262943
ALOX15	ENSG00000161905		15-LOX-1
ALOX15B	ENSG00000179593		15-LOX-2
ALOX15P1	ENSG00000274114	ALOX15P
ALOX15P2	ENSG00000188101
ALOXE3	ENSG00000179148		eLOX3, E-LOX
ALOXE3P1	ENSG00000275011
ALPG	ENSG00000163286	ALPPL2	GCAP
ALPI	ENSG00000163295		IAP
ALPK1	ENSG00000073331		Lak, FLJ22670, KIAA1527
ALPK2	ENSG00000198796		HAK
ALPK2-AS1	ENSG00000267579
ALPK3	ENSG00000136383		MAK, KIAA1330, Midori
ALPL	ENSG00000162551	HOPS	TNSALP, TNALP, TNAP
ALPP	ENSG00000163283		PALP, PLAP
ALPPL1
ALPPP
ALS1
ALS2	ENSG00000003393	ALS2CR6
ALS2CL	ENSG00000178038		FLJ36525, RN49018, DKFZp686I0110
ALS2CR1			CALS-7
ALS2CR6
ALS2CR14
ALS2CR16		ALS2CR16	MGC164581
ALS2CR17
ALS2CR18
ALS3
ALS5
ALS6
ALS7
ALUNC
ALX1	ENSG00000180318	CART1
ALX3	ENSG00000156150	FND
ALX4	ENSG00000052850	PFM2	FPP, PFM, KIAA1788
ALYREF	ENSG00000183684	THOC4	ALY, BEF, ALY/REF, REF
AMACR	ENSG00000242110		RACE, P504S
AMANZI	ENSG00000280228
AMBN	ENSG00000178522
AMBP	ENSG00000106927	ITI, ITIL	UTI, HCP, EDC1, HI30, IATIL, ITILC
AMBRA1	ENSG00000110497		FLJ20294, KIAA1736, WDR94, DCAF3
AMCD1			DA1
AMCD2B			DA2B
AMCN			AMC, AMCN1, AMC1
AMD1	ENSG00000123505		SAMDC
AMD1P1	ENSG00000228339
AMD1P2	ENSG00000237801	AMD2, AMD, AMDP1	AMDPX, AMDPY
AMD1P3	ENSG00000249286
AMD1P4	ENSG00000215124
AMD2
AMDHD1	ENSG00000139344		MGC35366
AMDHD2	ENSG00000162066		CGI-14
AMDM
AMELX	ENSG00000125363	AMG, AIH1
AMELY	ENSG00000099721	AMGL
AMER1	ENSG00000184675	FAM123B	RP11-403E24.2, FLJ39827, WTX
AMER2	ENSG00000165566	FAM123A	FLJ25477
AMER3	ENSG00000178171	FAM123C	FLJ38377
AMFR	ENSG00000159461		RNF45, gp78
AMH	ENSG00000104899		MIF, MIS
AMHR2	ENSG00000135409		MISR2, MISRII
AMIGO1	ENSG00000181754		AMIGO, KIAA1163
AMIGO2	ENSG00000139211		ALI1, DEGA
AMIGO3	ENSG00000176020
AMLCR2
AMMECR1	ENSG00000101935
AMMECR1-IT1	ENSG00000224142
AMMECR1L	ENSG00000144233		MGC4268
AMMECR1LP1	ENSG00000233273
AMN	ENSG00000166126		amnionless
AMN1	ENSG00000151743
AMN1-AS1	ENSG00000276900		AC023157.3
AMOT	ENSG00000126016		KIAA1071
AMOTL1	ENSG00000166025		JEAP
AMOTL2	ENSG00000114019		LCCP
AMPD1	ENSG00000116748		MAD, MADA
AMPD2	ENSG00000116337		SPG63
AMPD2-AS1	ENSG00000228703
AMPD3	ENSG00000133805
AMPH	ENSG00000078053
AMPHL
AMT	ENSG00000145020		GCST, NKH
AMTN	ENSG00000187689		UNQ689, RSTI689
AMY1A	ENSG00000237763	AMY1
AMY1B	ENSG00000174876	AMY1
AMY1C	ENSG00000187733	AMY1
AMY2A	ENSG00000243480	AMY2
AMY2B	ENSG00000240038	AMY2
AMYP1	ENSG00000227408	AMY2P
AMZ1	ENSG00000174945		KIAA1950
AMZ2	ENSG00000196704
AMZ2P1	ENSG00000214174		FLJ32065
AMZ2P2	ENSG00000219249
AMZ2P3	ENSG00000233807
AN1
AN2
ANAPC1	ENSG00000153107		MCPR, TSG24, APC1
ANAPC1P1	ENSG00000233673
ANAPC1P2	ENSG00000231259
ANAPC1P3	ENSG00000230395
ANAPC1P4	ENSG00000234231
ANAPC1P5	ENSG00000275597
ANAPC1P6	ENSG00000235486
